IID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
SYN0328,0.01139961793588983,0.00456308303671972,-0.06558629863186766,0.0031917642059936875,-0.07079026674742388,-0.08535802808937845,0.015174256726918502,-0.04936273939390161,0.02230695026685369,0.022165860799739097,0.04703837687955702,-0.007955274722658516,0.0722789056381426,-0.034064226409049235,-0.0055199226014557125,-0.023781192376467798,0.013258624133758142,0.06767553545672846,0.044007156296087147,-0.029355661325063134
SYN0054,-0.05109535749342174,-0.04203738369999075,0.0072555163759374045,-0.03637653936090813,-0.016266617111882223,-0.007987099184729434,0.01479292694550428,0.0475476735086454,0.03240815787942088,0.021749780934241972,0.02697171632394521,-0.10253568499465915,0.03497975493019828,0.023582014317209566,-0.022777806049694104,0.04661068200237703,-0.02257407036601616,-0.015362974577316118,0.01945650848896709,-0.06533216312628437
SYN0218,-0.012124944539195437,-0.032211192301546024,-0.049025201539825765,-0.018855184109197794,0.06227999033517814,0.019136004711827765,0.06526377252164156,-0.015074169944222148,-0.017515992615277913,-0.07512844837685514,0.06389237477304324,-0.024684071883151196,0.03655017950030909,-0.03398460075317119,-0.07734185309420978,-0.06255262100034095,0.053823508966420935,0.028883145321596172,-0.07861013769633493,0.020235284523147372
SYN0487,0.05763233481196497,-0.07279712797055479,0.0651053756444996,0.013851508462456596,-0.013683430244881955,0.005586977668292246,-0.08325026665078045,-0.017328916363498027,-0.03630220492045592,-0.01013378450855466,-0.05497912209433576,0.004014605484642072,-0.01955146584240523,0.05989326971937123,-0.046535208249919,-0.00118761998515844,0.015171914411819197,0.04420753088798075,-0.004972959166226021,-0.04156772787498758
SYN0052,-0.021196287965959227,-0.025416145870156535,-0.05998694490705057,0.11643541166130933,-0.0010592799698113447,0.057843606379071995,-0.01632610746509907,-0.057015770027447704,0.04181857553364191,-0.044871547526218324,-0.021990838666644804,-0.03832650272145055,-0.08538331652516357,0.01683661011528122,0.05499032230066105,0.01653738158726011,-0.003845776022626767,0.019307146278324226,-0.00488425106216548,-0.059796458285235665
SYN0341,-0.023894711937896867,-0.04605187570151477,-0.10010423363061016,0.013311066154190466,0.06464661218999536,0.08300529443333114,0.011203007285817159,0.032144429121131704,-0.01483446864226542,-0.03039566949054631,0.01413997038955233,-0.050362202763616,-0.020419727192577466,0.0009086759502842018,0.03756200300869518,-0.0002482996629431715,-0.01783427371238168,0.0028479562369118786,-0.002388685623699064,-0.07329467848583311
SYN0097,-0.02448007256670764,-0.005253845106507662,0.017618307410737822,-0.007080983270473378,0.05465260848356765,0.04207214790482732,-0.035092182234385594,0.01579273087155679,0.043917335190176036,-0.03819819040024677,0.02746297278802982,-0.04733758702784245,-0.009694926312587619,-0.014285110820881863,0.043605454486851776,-0.10647439885170511,-0.018923231058727258,0.012399215390656795,0.01278418841283015,-0.026843793732261544
SYN0377,0.01748142089473424,0.02882256824819451,0.050874924094431055,0.015356473342423684,0.013447610815110691,-0.020256800346315582,-0.02346657438459949,0.01596712213668858,0.020378061093596467,-0.009270888900719903,-0.08375651729737783,-0.11833329547888873,0.021320620898566584,0.0047375341760530956,0.03901100125341479,-0.022488228810635648,-0.056268377169659184,-0.04448722853102493,-0.03760233296094866,-0.02133659980040461
SYN0447,0.1119805488105622,-0.014833266178387126,0.028403035972912997,0.027942854694676098,-0.05498146879327228,-0.04585938753299588,-0.033610950943267257,-0.03132226411602739,-0.06324164197432591,-0.012399635885905643,-0.05744429792320566,0.013123963567054796,-0.011690823975241972,0.03630256990095962,-0.033765164827460954,-0.0268050314688341,0.0002813484576745679,0.042606653974122714,-0.041698751969073425,0.006965334985573871
SYN0198,0.052053591972579735,0.013138432057373296,-0.007106361976879701,0.046262520095627424,-0.01928314238637844,-0.004552789634050425,-0.030265025430256397,-0.012440370306612991,-0.013727935119825658,0.04218316852541078,-0.05897208534278904,0.041136477275563355,-0.0010497550733424318,-0.009234888854629102,0.006121394167642091,-0.021171284354947403,0.0005575486466733846,-0.05794720946487152,-4.148789109002111e-05,0.010665527199677671
SYN0246,0.022868126580257758,-0.013981757475050226,0.00803172083138726,0.02214126170412035,0.11324928678857456,0.04388340012751502,0.05894494446761358,-0.0614335030547771,-0.046945068345755236,0.003665482218902675,-0.01979112880023056,0.07946749413788004,0.08736642732128884,0.028810776926699096,0.04937358951579263,-0.02090940765481269,0.038264291199210494,0.03215327915695329,-0.14926598371898903,-0.053241456787255656
SYN0226,-0.038366368664967426,-0.021172532057248495,-0.05650799405792635,0.09827718308270121,0.0306617822537937,0.015415596755819744,0.06130015050157274,-0.018842502634500314,-0.023607327062825076,-0.015226704467784333,-0.020194534159662873,-0.013002338396127093,0.03142764523475893,-0.11813175552087125,-0.00911189012236483,-0.07934323697072496,-0.03780748350868226,-0.011187594429836885,-0.010783093340299721,-0.03903799522754456
SYN0001,-0.070958494953519,0.0012029227006586354,-0.0009823224495781548,-0.020913015549910638,0.06377769504966668,0.016028534199694838,-0.1100223817271948,0.06027713997294615,-0.030826815804261738,0.05334520872769992,-0.04255822954199366,-0.036280500035406046,-0.02019198996596171,-0.014398261711414699,0.02283715054740344,-0.0030939517113609226,-0.029239286650193347,0.070367628614523,0.029209322407864828,0.04043534392020025
SYN0250,0.0733795765991934,0.0012126105262419348,0.05373055113190443,-0.01007236716055609,-0.0016263081469595697,-0.012895246602698904,0.020773261104746654,0.061480057946565095,-0.044672424724757256,-0.08384763257368896,-0.014795283621779615,-0.023451665998840722,0.04191138660743175,0.043883342092430215,0.022794938881314494,-0.06103400161290091,0.029324957093186017,0.05645493073301278,-0.049556935436401515,0.07741345842207127
SYN0391,-0.055178928089795555,-0.07022985635786046,-0.020634452068036078,-0.08760623507717201,0.06400988343011828,0.0003783987624949488,-0.08905460220790713,-0.13483408012884204,0.055174430237416916,-0.019515650177519033,-0.010263598986434112,0.050001015794409735,0.008332090612056598,0.027382336689922838,0.17217935441913795,-0.04006138568021135,-0.07871394533376577,-0.08868886783518899,-0.01349268134520166,-0.03211461690185683
SYN0192,0.00885040439739252,-0.025630741730678204,0.008485043752911797,0.029659308935224674,0.09251532752655245,0.07933728613026811,0.04255074193206345,-0.00999674884996267,-0.0161059625667085,-0.02131960393743553,0.0446569216814878,-0.011173568242315362,-0.0362331418233544,0.040349397700983516,-0.03217464386371996,0.0017934444583943977,0.0045583804295288854,-0.019359373003849767,-0.018792259194650125,0.018399571129925404
SYN0465,0.04081155893635433,0.022595092123021323,0.0005975708847311331,0.0774140831609494,-0.08639032233259182,0.011793296210877007,-0.020132560680471957,0.029669941512387974,-0.015512404167415027,-0.026700156013471532,0.031276736840486485,0.03700622894823041,-6.733685143086148e-05,0.04961188615124257,-0.033113469255674814,0.026486288317166852,0.012991327794549838,0.026641075409906775,-0.018188025791704632,-0.05074012636482806
SYN0081,0.0633314517031263,-0.03383651182864358,-0.006973810307057183,0.024803733851431163,-0.002713390939607497,0.0029212811329087833,0.004508883441977716,0.055703848985646766,-0.017019792637812316,-0.05970087342347118,-0.04873674549145176,-0.04792750092400176,-0.004575552599136199,-0.007733182278864635,0.034817194085652,0.005175605237914465,0.003189308561164943,0.0013315398137385237,-0.02070255740097885,0.0025373638899755325
SYN0240,-0.06048085146007748,-0.06937939360745152,-0.06150380640081255,0.07585567302449135,-0.06978905118170196,-0.06622375460702165,0.005988499962537891,0.05036183482212446,-0.01161731370782632,-0.045197002291115396,-0.02870878926542435,-0.0446925781049522,0.05962753015886725,0.10170536055957369,0.08002332989192172,-0.033480002595511274,0.052272653040330144,-0.061656745284504225,-0.01581519297491794,-0.02857086520963347
SYN0056,0.016793393339530546,0.002873350468590893,-0.025129774372992637,0.07755253719385805,0.09255092675735997,-0.016268195680963455,-0.004687831728710742,-0.03581222577496666,0.09001497414615349,0.04427587322578011,0.058463468795366146,0.008081750438716517,-0.01666616997775866,-0.07324936780099991,0.0368621029997519,0.04728565359748915,0.01881742810983315,-0.006455201070315708,-0.00142785161280879,0.0028649296842733077
SYN0435,0.014051979496614825,-0.006381478608715677,-0.023406191384982854,-0.007231727161211519,0.030323440153387546,0.027801579698274306,0.04274405359954642,0.1336991665702633,0.038626126432377374,0.013264319895593273,0.015910842338547948,-0.028465168353753754,-0.00831847090910932,-0.08331585728993463,-0.04448303565081571,-0.03225805451802452,-0.00423137276634439,0.06019997635034028,0.06829363494055804,0.034543607827321555
SYN0470,0.02131552546980674,-0.023496725538562482,-0.05463426591819058,-0.007664929737923309,-0.01921762170809786,0.03963719359677892,-0.0008713236348961432,0.002855089260206895,-0.09665952567831022,-0.041531441331859056,0.05747984684184608,0.05998394303581735,0.033356107416795365,-0.09183913402251224,0.011278537581262633,-0.020209408547688802,0.06622786041204054,0.04548385331467227,0.055156042620131955,0.029247496123171495
SYN0379,-0.06184488369296928,-0.011756912031821703,-0.03606758752862257,-0.09550610701754286,-0.0674833462195082,-0.01220151259288339,-0.04378722628986358,-0.014053653954538784,-0.0040848893517073295,-0.017599581978576462,-0.026085069223492525,-0.024094579650573152,-0.06854623334148786,-0.03778295783578754,0.021893940636408173,0.0869088086672932,-0.028620405822863983,0.00821940536198129,-0.08397824098912525,0.003298106982465573
SYN0296,-0.0005762928325388476,0.009450414772479541,-0.040665421537589334,0.06903629131724708,-0.005410748061217438,0.005053363295971462,0.10759461664637962,-0.014765938765142626,0.04608608722817684,-0.016956688407373605,0.05788148690379488,0.1107207971949955,0.06446537118905767,-0.003503158538521113,0.015188882837684006,0.048774009459517396,-0.08383783234983665,0.027012550763680834,0.07977987739532935,0.0743273272001664
SYN0172,0.014328838141696464,0.013167458728773847,-0.00040836221450573994,0.11256037618319793,-0.004409108688552061,0.004671429449246375,0.03163822947799866,0.04955669628583751,-0.022302394885184252,-0.11430770379504608,-0.09076312693953348,0.019019965945271312,-0.02426876341087703,0.006174028088043234,-0.0024789361077998803,-0.04463020665345869,0.011342327172322178,0.025601851116680303,-0.002018372851844097,0.044911478758590584
SYN0021,0.0008849064343195725,-0.034769894538530355,-0.04138409497455658,-0.02668557857829008,-0.023250021549339733,0.06756421264278947,-0.016470557978870166,0.015338580532796185,0.08257117627593105,-0.05153616579371312,0.01986389284059244,0.02386710924026551,-0.0017819785110074755,-0.050259745184684124,0.017177898846377042,-0.03762457917198562,-0.023859379187470484,-0.0004994592701271813,-0.038908694130031646,-0.008876162262460865
SYN0467,0.07292472157826799,-0.029585495316310145,-0.02840132088958437,0.04626565231543867,-0.07017391201282881,0.016088993795378058,0.07250266078015416,-0.012780120765158292,-0.01947649283498089,-0.03823985030568813,0.08712085821396685,0.044866031489900315,0.10556439147618747,-0.05572530339817465,0.06339252412430776,-0.01828194204797501,-0.018312445458574963,-0.029620786054368357,0.10497396426089618,0.0007230759965525407
SYN0398,-0.005516503026584427,0.0030695709226623374,0.024803726834051666,0.004521163940617936,-0.03052538881751742,0.04913232439418839,-0.04824560041545797,0.09762676486624133,-0.026827049132957543,0.002136564016944219,0.02040592848711696,-0.025714560376539665,-0.016469671771447265,-0.06327994994069842,0.05399042098675835,0.03336648089391077,0.04696989701673399,-0.058452097620980775,0.017135275938917366,0.008802205416957153
SYN0497,0.08155463590652923,0.01933434702024626,0.019321715843558126,0.01291173242954493,0.03322015870881917,0.0044995636947097704,0.061632007491924205,0.003767014092695682,0.020195824784473654,-0.023778717597097734,-0.08211779539381554,-0.00770482711709978,0.030973060638006977,0.035662027961214704,0.0019472273761354066,-0.04086228926830915,0.00845580422248577,-0.005016551075377207,0.039568424394312324,-0.03566429679998463
SYN0365,-0.045410060184333904,-0.016395687078356785,0.04462287727082198,-0.07073467832121365,-0.028519848059771567,-0.0541892288697062,-0.010268871229219035,0.03292047075956916,-0.04380603773599891,-0.001404180043070692,0.017218355901294075,-0.07473492007420195,-0.03753955162949795,0.015033062924127235,0.024574001988394725,-0.03512723501011942,-0.10106429121758481,-0.004981761987749442,-0.028132889725999914,0.030012046445618844
SYN0167,0.0024968511779212476,-0.03178306285717147,-0.10326478186814841,-0.004541286015842398,-0.005317401082208829,-0.03438479120563073,0.02087622444350516,0.02053656383252755,0.047868363954012845,-0.08983874554391875,-0.027552764580171477,-0.028320006341109236,0.04490106730122602,0.027240434956780916,0.09250623282830854,0.004234433162458073,0.003342517381252788,-0.03853978876038428,-0.07891070637043611,0.033762582445586165
SYN0490,0.03056616419446019,-0.017196317572444067,-0.012716923185194554,0.043769481054328825,-0.028676244830755915,-0.09171908130995302,0.07693323247226257,0.019885234472854754,0.022012143692229213,0.050374556493474325,0.003294408034003491,-0.022448496639963046,0.04535465710078972,0.08696079744525431,0.00964685779107145,0.02457531543736972,-0.03994952532159681,-0.001811950618424839,-0.011403865502256348,0.03166251547514005
SYN0455,0.08929175298675249,0.03203770054125035,0.043211952263220874,0.0035079418029862488,-0.04792521366517619,-0.05280482946361775,0.09049693239243353,0.007622418629687718,-0.020188301726073835,-0.013208387479305415,-0.04097673293228379,0.030658690686185028,-0.05490655720572634,0.03632743916443284,-0.05007545631837994,-0.02351199198311959,0.004692646440619345,0.001932575082545067,0.021945739286890496,-0.035582659636177134
SYN0165,-0.0018784392804010173,-0.029472828347669098,-0.019935655085061798,-0.0017442277409663723,0.07221135131411123,-0.014752972401757535,-0.04233849092422633,-0.04095346572267921,0.04107212673982068,-0.050261980637291134,-0.015228557549251974,-0.01411696042630017,-0.040701615299612796,0.005435794855474963,0.012362738419491842,0.048950301315131596,-0.027002665319747307,0.015199928174944956,0.05134556503257605,-0.05640309066220593
SYN0175,0.0013243396841549628,-0.07360333340191165,-0.015588016994457039,0.03162568347416177,0.009694428262722323,-0.013061607857985765,0.07292630568253798,0.011035708847553494,0.08471104879540595,0.03824496360660959,-0.09726839955970508,-0.044486339716088286,0.0055549901055946425,0.027278045812781697,0.02110656324347326,-0.0034601978904711416,-0.05140989012042315,-0.018039525039660956,0.08094547382815118,0.06338891748894888
SYN0495,-0.009825297375723015,-0.04882947039733418,-0.026771001343859707,-0.015339465705557685,0.008774833494387554,-0.018679464056727418,-0.001297260690273392,0.039971265289704266,-0.05878036951118674,0.04826082475805469,-0.015784772964799104,0.004773155373763892,0.04990480163964874,0.03912564237675455,0.005399775032754202,-0.018024224967364087,-0.0058412779720235525,-0.01175467698585538,0.031231355490781532,0.03502233350209753
SYN0290,-0.03200293311744634,0.07020655998386054,-0.01515422722802405,-0.017245278311695093,-0.011858124994861287,0.046278813773888365,-0.002140073615083985,0.047961593230553115,0.013710229550630426,-0.08556476294118771,0.07292286796218218,-0.04377878869749296,-0.06712751162328943,0.03485686865349678,-0.08006886874606066,-0.02473625735620999,0.09307876919872902,-0.007525623922962697,0.06188199866079974,0.01856598452676283
SYN0145,0.0006008814509758389,0.04562255612886505,0.06297820361603346,-0.025912583369944134,0.018772073788805705,-0.014572018047684763,-0.0451219955080817,0.014924011518555684,0.05050783301686211,0.014399422947872404,0.05893894884675855,0.05727208456187826,-0.012175482547935202,0.10453399834516186,0.03531572782888924,-0.0027151976037804015,0.003214821350610702,0.04591156906926183,-0.017833359159021546,0.000530494770812901
SYN0034,-0.12010670379876223,0.022911388134207757,-0.04594168886091462,0.015461931652083543,-0.010872532027965318,0.05826056560716723,0.0056401031960093525,-0.012915543383350088,-0.05153070359571567,-0.010749964046170422,-0.0617209183132448,0.02546021546918311,0.01322735692874242,0.00217189985170034,-0.017772021746390886,-0.02836907303982177,0.0103937176237462,-0.012426084759193917,0.048466607277807716,-0.03447037763196225
SYN0177,0.01721078270298495,-0.10994981523620932,-0.007961565487311006,0.007740802708624771,0.023985919447121817,-0.06164484883057701,0.040320786831680076,0.04567227615654742,-0.02789913042161334,-0.0791712560880356,-0.06861960603239306,0.013199287836228608,-0.001881065894664232,-0.03457085990867731,-0.005525865873346848,-0.0771185203350013,0.021795050537483276,0.010686229354796004,-0.01451701194597332,-0.04524905496131706
SYN0146,0.05173366057208302,0.028272731905317195,0.07554391045791438,0.031137462989512133,-0.017275507606572385,-0.04606795066168383,-0.11205940954012815,-0.020938719049219776,0.06918356606216172,-0.0438753216046794,-0.0076698038162079695,0.15359159013661772,-0.05643337616613492,-0.0038204454099479445,-0.0023339334768678896,-0.040475615619236315,0.004824316879248905,0.06706491481050193,0.0019523873866179548,0.054955533954441485
SYN0169,0.019901944946848306,-0.04602117715698974,-0.04209243934335284,0.011435085391029833,0.08699697934632251,-0.02976453363800882,-0.018156973402624125,0.045809653109508304,0.0297970487998982,0.10909578428123014,-0.019073076162558236,-0.018468602735739668,-0.052362060425380164,0.06689899540700807,0.018320008134642088,0.03870802421486755,-0.05738687868106443,0.01857023175493535,0.0010833135961090474,-0.02671229961608896
SYN0101,-0.031159516550690623,0.07420612387946739,0.01667025352054787,0.08070179668112226,0.008479806178623431,-0.0391536129353817,-0.0022930815888410638,0.012858875899414373,-0.01397919339222327,0.0744582996883265,-0.03008106028676016,0.04677127455391376,-0.010434307334544209,-0.03798781113276348,0.01223184968847282,0.015759576486471815,0.0740288332779546,-0.011082669606870443,-0.038640935830367935,0.05518868873717552
SYN0254,-0.01252798010275554,0.031644040781089934,0.005259892602896301,-0.04603769754118128,0.07356022569716573,0.014273262712192054,0.0027330401988870656,-0.058038206842950475,-0.02494054611010203,-0.01397183186497489,-0.07155477335712719,-0.02792490950792776,-0.07548290316699974,0.08430429100215961,-0.05107151604265281,-0.038197937720169384,0.016938136443080096,0.03789845924255642,-0.011922642835282094,-0.03405100215558629
SYN0062,-0.04986514187738543,-0.12450482919894366,-0.09562707820565332,0.057017704913898494,0.014473191391579616,-0.018703027179529225,-0.003636125371751479,0.03906021407890708,0.027487185093314895,0.09041460337993136,-0.005290361322361534,-0.039626208041127216,0.01905504697117028,0.04290159375903237,0.020362275160618865,-0.021651900285252827,-0.032235567604116055,-0.1035198475035226,-0.005401538554405366,0.008392426050767617
SYN0303,0.06821581922487054,-0.10943447617176909,-0.0341711148442994,-0.02160888072960318,-0.035781923099904606,-0.07383314711655063,-0.03460857932104335,0.026691002483143537,0.03494463815696569,0.043586382899205606,0.027555806647274975,0.0038305436114694003,-0.06489205524046196,0.024915801463470093,-0.009212465548668695,-0.010865963404003977,-0.06952082692968535,-0.02564101520025881,-0.028561150200453675,-0.03220265978582378
SYN0139,0.04809126970454193,-0.11489059550227244,-0.04480982595050443,0.031229692469534873,0.02120805711380667,-0.010800799357266784,-0.06019892360898099,0.03943514252409031,-0.03843966857731457,-0.00438481336203454,0.04672120542349328,0.028487603301451142,-0.02631758838625671,0.017545628808644024,-0.10083110371370939,0.02755928589448894,-0.032312804044748795,-0.06760581390877048,0.002270418122218346,-0.045852794454480546
SYN0132,-0.05281976261325242,-0.03873428262787786,0.04594449155125667,0.07246649508069972,0.07235741211482673,0.06702885625440888,0.015505408086475318,-0.010904485560090528,0.021701412804301733,-0.04018025718995825,0.09132959560193156,-0.0013697861447348285,0.0017519221163987055,0.04978098797928374,0.03925672925620598,0.001693166752823469,0.018679332902789995,-0.03784139072704017,-0.01470447714315749,0.09220334148886875
SYN0274,0.047458119363557066,-0.027667312692173467,-0.01338094742456106,-0.03439806870388121,0.008203201805464026,-0.07003203002588436,-0.01557951012081047,0.07217582413399623,-0.02512532722306676,0.08067137121788075,0.04805611832135675,0.026485979581130054,-0.030503480767537526,0.0007220497315155664,-0.020797032302234383,0.0638477036526799,-0.04724225765971692,-0.013349080473651903,-0.013545330821446074,-0.017234164823469716
SYN0469,-0.020981486248358765,0.014649656860026268,0.061749943954447356,0.03786165816499102,-0.009863648634409097,-0.07629832652315825,-0.051748933588696006,0.013883109725388034,-0.07825916171316782,0.07845884468031614,0.020424319256582706,0.0018919912723579576,-0.09199142477952514,0.009720672438708569,0.006595837320413502,-0.08795977755918599,-0.044607719578605196,0.021779862017389528,0.006812505719041973,0.024429143997012757
SYN0456,0.07064964319251961,0.027219964557448812,0.01730395320495911,0.02404283775852722,-0.06054679217595822,0.0523668001314666,-0.01845055743955383,0.030244971920609855,-0.042383737639017496,-0.04493129157728577,0.054233508650079414,-0.05592620856477666,0.08855975041949263,0.012136968476809463,-0.027386654051417034,0.05783360786005249,0.008846341957720301,-0.08247831077128784,0.03095982366783564,0.028391243480442207
